Play,Genre,Year,Playwright,Act & Scene,Character ,Gender ,Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"by this [sword], and with it may thy arme Cut from thy tree of rule, all traitrous branches, That striue to shadow and eclips thy glories;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"Haue thy old fathers angell for thy guide, Redoubled be his spirit in thy brest;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"this State ranne like a turbulent sea, In ciuill hates and bloudy enmity, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"Their [old fathers' angel] wrathes and enuies, like so many windes, Setled and burst:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"and like the Halcions birth, Be thine to bring a calme vpon the shore,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"the eyes of warre may euer sleepe, As ouermacht with former massacres,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"VVhen guiltie [lust] made Noblesse, feed on Noblesse;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"VVhen the pore Pezants frighted neediest theeues VVith their pale leaneness; nothing left on them But meager carcases sustaind with ayre, Wandring like Ghosts affrighted from their graues,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"VVhen with the often and incessant sounds The very beasts knew the alarum bell, And (hearing it) ranne bellowing to their home:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"if th'vnsettled bloud of France, VVith ease, and wealth, renew her ciuill furies:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"Let all my powers be emptied in my Sonne To curb, and end them [enemies] all, as I haue done.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"Let him by vertue, quite out of from fortune, Her fetherd shoulders, and her winged shooes,  ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 1",Henry,Male,"thrust from her [vertue] light feete, her turning stone That she may euer tarry by his throne.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,"breathlesse warre Hath sheath'd his sword, and wrapt his Ensignes vp;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,"My seruice that hath driuen through all extreames, […] ouer rockes so high That birds could scarce aspire their ridgy toppes;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,The world is quite inuerted: vertue throwne At Vices feete:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,"sensuall peace confounds, Valure, and cowardise: Fame, and Infamy;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,"When the thicke ayre hid heauen, and all the starres, Were drown'd in humor, tough, and hard to peirse,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,"When the red Sunne held not his fixed place; Kept not his certaine course, his rise and set Nor yet distinguisht with his definite boundes; Nor in his firme conuersions, were discernd The fruitfull distances of time and place, In the well varyed seasons of the yeare;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,When th'incomposd incursions of floods Wasted and eat the earth; ,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,on our Chaos Will I sit brooding vp another world.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,"I who through all the dangers that can siege The life of man, haue forcst my glorious way To the repayring of my countries ruines,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,"Romaine Camyllus, safte the State of Rome With farre lesse merite, then Byron hath France;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,I will haue better price Set on my seruices;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,I will proclaime and ring my discontents Into the farthest eare of all the world.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",La Fin,Male,How great a spirit he breaths?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",La Fin,Male,"you must giue temperate ayre, To your vnmatcht, and more then humaine winde;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",La Fin,Male,"our plots be frost-bit, in the flowre.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",D'Auvergne,Male,"we may giue liberall vent To all our fiery and displeas'd impressions; Which nature could not entertaine with life, Without some exhalation;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",D'Auvergne,Male,A wrongd thought Will breake a rib of steele.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,great affaires will not be forg'd But vpon Anuills that are linde with wooll;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,We must ascend to our intentions toppe Like Clowdes that be not seene till they be vp!,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",La Fin,Male,"you do too much rauish; And my soule Offer to Musique in your numerous breath; Sententious, and so high, it wakens death;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",La Fin,Male,"marriage will be made, the onely Cyment T'effect and strengthen all our secret Treaties;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,happy feete:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,to build vpon his royall care,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",La Fin,Male,"you direct, as if the God of light Sat in each nooke of you; and pointed out The path of Empire Charming all the dangers On both sides arm'd, with his harmoniouse finger.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,"sacrifize them [the papers, letters] to the God of fire;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",Byron,Male,"in your handes I put my fortunes, honour, and my life.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",La Fin,Male,"the bounty that your Grace hath showne me, I prize past life,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 2",La Fin,Male,"will vndoubtedly preserue [the bounty], and tender The merit of it, as my hope of heauen.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 3",Henry,Male,the scourge of Huguenots?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 3",Henry,Male,"Good De'Laffin; you were our golden plummet, To sound this gulphe of all ingratitude;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 3",La Fin,Male,"that the warres returnd, Might breed some trouble to your Maiestie;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 3",Henry,Male,"my calme raigne, (which hetherto hath held A cleare and cheerefull skie aboue the heads Of my deare subiects) should so sodainely Be ouercast with clowdes of fire, and thunder;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 3",Henry,Male,"his taste, From the sweete poyson of his friendlike foes:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 3",Henry,Male,Treason hath blisterd heeles,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 3",Henry,Male,"dishonest Thinges Haue bitter Riuers, though delicious Springs;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 1, S 3",Henry,Male,"haue vtterd nought, But what might serue to banish bad impressions.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 2, S 1",Cupid,Male,"sweete Peace, Was by your valure lifted from her graue, Set on your royall right hand:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 2, S 1",Cupid,Male,"their emulation Begat a iarre, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 2, S 1",Cupid,Male,"I flew betwixt her Ivory brests, As if I had beene driuen by some Hawlke,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 2, S 1",Cupid,Male,"she tyed my legges in her rich hayre, and made me (past my nature, libertie) Proud of my fetters:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 2, S 1",Cupid,Male,"On the white pillowes of her naked brests,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 2, S 1",Cupid,Male,"my tunes, Showd like the God of Shepheards to the Sunnes, Comparde with hers:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 2, S 1",Cupid,Male,"This Iewell here annext; which though it show To vulgar eyes, no richer then a Peble; And that no Lapydarie, nor great man Will giue a Soulz for it; 'tis worth a kingdome:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 2, S 1",Cupid,Male,"Him that shall weare it [the jewel], liue with any little, Suffizde, and more content then any king.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"[God] once let fall from heauen, A branch of that greene tree, whose root is yet Fast fixt aboue the starrs: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"which sacred branch, Wee well may liken to that Lawrell spray, That from the heauenly Eagles golden seres, Fell in the lap of great Augustus wife: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"Which spray once set, grew vp into a tree, Whereof were Garlands made, and Emperors, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"as the armes of that tree did decay, The race of great Augustus wore away, Nero being last of that imperiall line, The tree and Emperor together died.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"Religion is a branch, first set and blest By heauens highe finger in the hearts of kings, Which wholesome grew into a goodly tree, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"Bright Angels sat and sung vpon the twigs, And royall branches for the heads of Kings, Were twisted of them ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"but since squint-ey'd enuye: And pale suspicion, dasht the heads of kingdomes, One gainst another: two abhorred twins, With two foule tayles: sterne Warre and Libertie, Entred the world.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,The tree that grew from heauen Is ouerrunne with mosse;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"the cheerfull musique, That heeretofore hath sounded out of it [the tree of heaven], Beginnes to cease; ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"as she [the tree of heaven] casts her leaues, (By small degrees) the kingdomes of the earth Decline and wither: and looke whensoeuer That the pure sap in her, is dried vp quite;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"The lamp of all authoritie goes out, And all the blaze of Princes is extinkt;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"Thus as the Poet sends a messenger Out to the stage, to shew the summe of all, That followes after: so are Kings reuolts, And playing both waies with religion, Fore-runners of afflictions imminent, Which (like a Chorus) subiects must lament.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",D'Escures,Male,"his minde, Is something troubled with the gathering stormes, Of forreigne powres;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,whence heares he that any stormes are rising?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",D'Escures,Male,Leuies are hotly made,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",D'Escures,Male,Without the least attainture of your valure;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",D'Escures,Male,beare your selfe on his direction;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Brunel,Male,"The Kings faire letters, and his messages Are onely Golden Pills, and comprehend Horrible purgatiues.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"my head rules none of those neighbor Nobles, That euery Pursuivant brings beneath the axe:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"If they bring me out, they shall see ile hatch Like to the Black-thorne, that puts forth his leafe, Not with the golden fawnings of the Sunne, But sharpest showers of haile, and blackest frosts: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"Blowes, batteries, breaches, showers of steele and bloud, Must be his down-right messengers for me, And not the mizzling breath of policie:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"on the demolitions, that this arme, Hath shaken out of forts and Citadells, Hath he aduanc't the Tropheys of his valor;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"in my rising, not the Syrian Starre That in the Lyons mouth, vndaunted shines, And makes his braue ascension with the Sunne, Was of th' Egiptians, with more zeale beheld, And made a rule to know the circuit And compasse of the yeare;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"I was held When I appeard from battaile, the whole sphere,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,I haue Alcides-like gone vnder th' earth And on these showlders borne the weight of France:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,I may pluck him [the king] out [of the throne].,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,"the cloud is yet farre off That aimes at his [the king's] obscuring, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,"his [the king's] will, Would gladly giue the motion to your powers That should disperse it [the cloud]; ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,"your sight Is now growne necessarie to suppresse (As with the glorious splendor of the Sunne) The rude windes that report breaths in his eares, Endeuoring to blast your loialtie.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"if my loyaltie, stick in him no faster But that the light breath of report may loose it, (So I rest still vnmoou'd) let him be shaken.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,there is rather firmnesse in your breath. Then in your heart;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,"Truth is not made of glasse, That with a small touch, it should feare to breake,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,"His [the king's] arme is long, and strong; and it can fetch Any within his will, that will not come:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,"Not he that surfeits in his mines of gold, And for the pride thereof, compares with God, Calling (with almost nothing different) His powers inuincible, for omnipotent, Can back your boldest Fort gainst his assaults;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,"It is his pride, and vaine ambition, That hath but two staires in his high designes; (The lowest enuie, and the highest bloud)",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,I relye On no mans back nor belly; ,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"the King Must thinke that merit, by ingratitude crackt, Requires a firmer sementing then words.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,he shall finde it a much harder worke To soder broken hearts then shiuerd glasses.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,"Princes discontents (Being once incenst) are like the flames of Aetna, Not to be quencht, nor lessend:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Ianin,Male,"A subiects confidence in any merit, Against his Soueraigne, that makes him presume To flie too high; approoues him like a clowd, That makes a show as it did hawlke at kingdomes, And could command, all raisd beneath his vapor: When sodainly, the Fowle that hawlkt so faire, Stoopes in a puddle, or consumes in ayre.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"I flie with no such ayme, nor am opposde, Against my Soueraigne; but the worthy height I haue wrought by my seruice, I will hold,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 1",Byron,Male,"they touch not the depth, Of the affaires, betwixt La Fin and me.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Vytri,Male,"any rarely great in guifts of nature, As valure, wit, and smooth vse of the tongue, Set strangely to the pitch of populare likings?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Espernon,Male,"Men neuer are satisfi'd with that they haue; But as a man, matcht with a louely wife, When his most heauenly Theorye of her beauties, Is duld and quite exhausted with his practise:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Espernon,Male,"breake their braines For iests, and tales: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Espernon,Male,"sit mute, and loose their lookes, (Far out of wit, and out of countenance)",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Espernon,Male,"So all men else, do what they haue transplant, And place their welth in thirst of that they want.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,"in one cup of friendship to comix, Our [kings and subjects] liues and fortunes:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,"I neuer sought to build, More forts for me, then were within their [subjects] hearts;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,"Nor vse more sterne constraints then their good wills, To succor the necessities of my crowne,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,"Nor wisht I, that my treasury should flow, With gold that swum in, in my subiects teares;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,The faithfu'l seruant right in holy writ; That said he would not come and yet he came:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,"the bad ground that bore vp your contempt, Makes you arriue at no port, but repentance, Despayre, and ruine;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,"I pardoned foule ententions, Resoluing to forget eternally, What they apperd in, And had welcomd you as the kind father doth his riotous son.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Byron,Male,"May this right hand be thunder to my brest, If I stand guilty of the slendrest fact, Wherein the left of those two can be prooued,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Byron,Male,"For could my tender conscience but haue toucht, At any such vnnaturall relaps; I would not with this confidence haue runne, Thus headlong in the furnace of a wrath, Blowne, and thrice kindled, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,"There is no way in Sauoy nor in Spaine, To giue a foole that hope of your escape,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Byron,Male,"(I protest) by heauens bright wittnesses That shine farr, farr, from mixture with our feares, Retaine as perfect roundnes as their spheares;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,"We will (as now in priuate) sift your actions, And poure more then you thinke into the sieve,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Henry,Male,lets cleere vp our browes,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Byron,Male,"Well I must beare it now, though but with th'head, The shoulders bearing nothing.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 3, S 2",Espernon,Male,Tis a good headlesse resolution.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,the most base fruites of a setled peace!,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"In men, I meane; worse then their durty fields, Which they manure much better them-selues: For them they plant, and sowe, and ere they grow, Weedie, and choakt with thornes, they grub and proyne, And make them better, then when cruell warre, Frighted from thence the sweaty labourer:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"But men them-selues, in steed of bearing fruites, Growe rude, and foggie, ouer-growne with weedes, Their spirits, and freedomes smootherd in their ease;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"as their tyrants and their ministers, Growe wilde in prosecution of their lusts, So they grow prostitute, and lye (like whores) Downe and take vp, to their abhord dishonors:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"right be wholy wrongd, And wrong be onely honor'd;  till the strings Of euery mans heart, crack;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"All men cling to it [authority], though they see their blouds In their most deare associates and Allyes, Pour'd into kennels by it",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"who dares But looke well in the breast, whom that impayres?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"[the court] shun my sight, Which (like a march sunne) agues breeds in them, From whence of late, 'twas health to haue a beame.",,,,,,,
